,Temporada,round,game_id,date,fixture,team_id,team_name,possession,opponent_possession,place,PPDA,defensive_intensity,defensive_duels_won_%,defensive_height,opposition_pass_tempo,opposition_progression_percentage,opp_final_third_to_box_%,Opposition_xT,high_turnovers,turnover_line_height,recoveries_within_5s_%,avg_time_to_defensive_action,avg_recovery_time,opposition_final_third_entries_10s,opposition_box_entries_10s,opposition_xG_10s,recoveries,recovery_height,retained_possessions_5s,retained_possessions_5s_%,final_third_entries_10s,box_entries_10s,xG_10s,xT_10s,field_tilt_%,long_ball_%,pass_tempo,final_third_entries_%,final_third_to_box_entries_%,xT,penalty_area_touches,box_entries_to_shot_%,np_shots,high_opportunity_shots,np_xg,np_goals,xg_per_shot,ball_in_play,total_xg,goal_difference,goals_conceded,goals_scored
10,2026,1,1955945,2026-01-28,Vitoria 2 x 0 Remo,1238,Vitoria,45.59,54.41,Casa,11.74074074074074,63.407461863628015,0.7941176470588235,34.785138888888895,19.86717267552182,36.144578313253014,18.181818181818183,0.86712295,58.12678218907654,54.215267175572514,25.97402597402597,68.93893129770993,85.83969465648855,17,8,1.2433333,70.75905164491822,42.87545454545455,44,36.0655737704918,34,15,0.7281247,2.4596477,53.08071472581639,7.662835249042145,17.25934314835787,45.91836734693878,31.746031746031743,7.8662643,46,40.0,20,6.0,2.9503167,2.0,0.14751583337783813,14.716666666666667,2.9503167,2,0,2.0
11,2026,1,1955945,2026-01-28,Vitoria 2 x 0 Remo,4617,Remo,54.41,45.59,Fora,8.071428571428571,82.2548804562404,0.52,32.330232558139535,17.25934314835787,41.83673469387755,35.13513513513514,1.4109174,35.83900018378975,56.62555970149254,27.142857142857142,44.1,69.73846153846154,34,15,0.7281247,76.7712217591577,36.2025,51,55.434782608695656,17,8,1.2433333,1.9369361,46.91928527418361,6.504065040650407,19.86717267552182,43.373493975903614,39.53488372093023,9.234587,19,35.294117647058826,14,2.0,1.431719,0.0,0.10226563896451678,17.566666666666666,1.431719,-2,2,0.0
12,2026,1,1955948,2026-01-28,Chapecoense AF 4 x 2 Santos FC,8865,Chapecoense AF,25.61,74.39,Casa,26.75,39.65586772415647,0.4583333333333333,27.42625,17.878260869565217,48.31460674157304,20.0,3.114354,134.71300273330732,43.28450000000001,20.37037037037037,51.53846153846154,100.8157894736842,38,15,0.69168955,36.29520096787203,38.34444444444444,33,42.857142857142854,21,6,0.44414115,1.5668504,26.502813147764286,17.03056768558952,20.707070707070706,40.909090909090914,25.71428571428571,4.7385454,17,22.22222222222222,7,2.0,1.187681,3.0,0.16966870852879115,9.9,1.6123213,2,2,4.0
13,2026,1,1955948,2026-01-28,Chapecoense AF 4 x 2 Santos FC,1241,Santos FC,74.39,25.61,Fora,13.777777777777779,103.47520499804763,0.65625,46.598424657534245,20.707070707070706,36.36363636363637,20.0,0.46638983,12.770533673880898,68.0975,19.696969696969695,64.93442622950819,90.77868852459017,21,6,0.44414115,128.85591565794613,51.08409090909091,72,54.13533834586466,38,15,0.69168955,3.1637416,73.49718685223571,5.152671755725191,17.878260869565217,57.30337078651685,44.565217391304344,15.845706,49,26.82926829268293,25,1.0,1.1938514,2.0,0.04775405406951904,28.75,1.1938514,-2,4,2.0
14,2026,1,1955929,2026-01-29,Sao Paulo 2 x 1 Flamengo,1239,Flamengo,62.87,37.13,Fora,9.571428571428571,83.49043899811473,0.7755102040816326,43.54190217391305,19.469777306468718,30.0,25.0,0.77728206,31.811674884682677,59.2577743902439,25.64102564102564,56.75155279503105,74.68125,29,14,0.39098066,105.0363587395637,46.02230769230769,70,64.22018348623854,29,10,0.7209986,2.7908232,61.42680667078444,3.992015968063872,17.921102066374452,44.047619047619044,56.666666666666664,13.414272,40,23.52941176470588,15,3.0,1.9604328,1.0,0.13069551785786945,26.616666666666667,1.9604328,-1,2,1.0
15,2026,1,1955929,2026-01-29,Sao Paulo 2 x 1 Flamengo,1224,Sao Paulo,37.13,62.87,Casa,12.09375,62.032766025131224,0.6103896103896104,32.67083333333333,17.921102066374452,35.714285714285715,25.0,2.2799659,87.5302989496364,45.8325,12.643678160919542,36.73913043478261,56.53731343283582,29,10,0.7209986,69.19039287418482,39.35206896551724,52,48.598130841121495,29,14,0.39098066,2.608494,38.57319332921556,6.645569620253164,19.469777306468718,33.0,38.46153846153847,7.1054564,24,13.333333333333334,10,2.0,1.014112,2.0,0.10141119956970215,15.716666666666667,1.014112,1,1,2.0
16,2026,1,1955934,2026-01-29,Mirassol 2 x 1 Vasco da Gama,1226,Vasco da Gama,53.65,46.35,Fora,12.142857142857142,69.03991370010787,0.5918367346938775,36.85269230769231,17.941176470588236,43.103448275862064,21.875,0.9134706,37.27865796831314,55.6621875,18.75,61.387387387387385,84.1891891891892,30,8,0.48353314,69.03991370010787,45.217265625,57,54.285714285714285,19,9,0.61423707,1.90172,61.84250532076619,7.142857142857142,18.080451658433308,42.22222222222222,48.0,10.5612335,27,33.33333333333333,14,1.0,1.7149786,2.0,0.12249846969332014,23.616666666666667,1.7149786,1,1,2.0
17,2026,1,1955934,2026-01-29,Mirassol 2 x 1 Vasco da Gama,6332,Mirassol,46.35,53.65,Casa,11.206896551724139,64.30568499534017,0.4626865671641791,37.80570652173913,18.080451658433308,33.33333333333333,19.047619047619047,1.5517662,36.67745415318231,57.282,14.754098360655737,44.32673267326733,101.3030303030303,19,9,0.61423707,56.849953401677546,47.189754098360666,53,69.73684210526315,30,8,0.48353314,1.6582478,38.157494679233814,8.831168831168831,17.941176470588236,46.55172413793103,42.22222222222222,8.142386,18,31.57894736842105,13,0.0,0.7300279,1.0,0.05615599338824932,20.4,0.7300279,-1,2,1.0
18,2026,1,1955927,2026-01-30,Botafogo RJ 4 x 0 Cruzeiro,1227,Botafogo RJ,46.96,53.04,Casa,19.352941176470587,46.191553544494724,0.49019607843137253,32.9975,20.16849199663016,39.0625,32.5,1.6503977,46.84838160136286,51.00735294117647,16.27906976744186,63.89108910891089,102.67368421052632,31,14,0.6123997,40.535444947209655,35.65360465116279,42,49.411764705882355,11,6,0.717387,1.9238608,46.853415195702226,7.580174927113703,19.06755470980019,42.25352112676056,45.23809523809524,8.451968,26,26.31578947368421,10,2.0,1.1585032,4.0,0.11585031747817993,17.516666666666666,1.1585032,4,0,4.0
19,2026,1,1955927,2026-01-30,Botafogo RJ 4 x 0 Cruzeiro,1230,Cruzeiro,53.04,46.96,Fora,13.090909090909092,58.56047700170358,0.5,38.882407407407406,19.06755470980019,33.80281690140845,23.333333333333332,1.2519624,24.50980392156863,60.67724299065421,21.311475409836063,60.095238095238095,81.59223300970874,11,6,0.717387,64.9488926746167,45.08114754098361,51,57.30337078651685,31,14,0.6123997,2.3582373,53.14658480429777,4.116222760290557,20.16849199663016,46.875,49.01960784313725,10.360448,44,48.0,17,4.0,1.6460053,0.0,0.09682383958031149,19.783333333333335,1.6460053,-4,4,0.0
