,Temporada,round,game_id,date,fixture,team_id,team_name,team_possession,opponent_possession,place,defensive_height,high_recoveries_%,PPDA,fouls_in_attacking_half_%,defensive_intensity,avg_time_to_defensive_action,counter_press_Success_Rate_%,transition_vulnerability_index,opposition_final_third_entries_10s,opposition_box_entries_10s,time_to_progression_seconds,first_pass_forward_pct,final_third_entries_10s_pct,box_entries_10s_pct,retained_possessions_5s_pct,long_ball_%,buildup_%,progressive_passes_%,crosses_per_final_third_entry,dribbles_per_final_third_entry,box_entries_from_crosses,box_entries_from_carries,sustained_attacks,direct_attack,shots_per_final_third_pass,shots_outside_box
0,2026,1,1955925,2026-01-28,Fluminense 2 x 1 Gremio,1232,Fluminense,49.69,50.31,Casa,38.76840764331211,9.75609756097561,13.571428571428571,84.61538461538461,84,31.293706293706293,24.390243902439025,0.13402061855670103,25,8,26.1,78.87323943661971,8.771929824561402,8.0,44.537815126050425,5.459057071960298,62.5,18.64406779661017,0.14285714285714285,0.30612244897959184,10.0,20.0,80.0,0.0,0.10752688172043011,30.0
1,2026,1,1955925,2026-01-28,Fluminense 2 x 1 Gremio,1244,Gremio,50.31,49.69,Fora,40.10066666666667,12.82051282051282,16.666666666666668,61.53846153846154,80,41.48299319727891,23.076923076923077,0.17647058823529413,24,3,10.307692307692308,81.53846153846153,18.96551724137931,25.0,59.34065934065934,8.791208791208792,50.0,24.0,0.2916666666666667,0.25,33.33333333333333,16.666666666666664,58.333333333333336,33.33333333333333,0.11320754716981132,16.666666666666664
2,2026,1,1955931,2026-01-28,Corinthians 1 x 2 Bahia,1221,Bahia,38.58,61.42,Fora,40.62104895104895,6.329113924050633,17.625,57.14285714285714,70,38.94,24.050632911392405,0.14960629921259844,36,10,11.73913043478261,71.42857142857143,18.0327868852459,22.22222222222222,40.8,6.772908366533864,11.11111111111111,22.674418604651162,0.34782608695652173,0.43478260869565216,0.0,57.14285714285714,30.0,30.0,0.16666666666666666,30.0
3,2026,1,1955931,2026-01-28,Corinthians 1 x 2 Bahia,1237,Corinthians,61.42,38.58,Casa,37.078611111111115,9.473684210526317,11.777777777777779,42.857142857142854,79,32.278195488721806,16.842105263157894,0.1875,22,12,24.620689655172413,71.05263157894737,23.943661971830984,29.166666666666668,61.53846153846154,7.341772151898734,66.66666666666666,22.393822393822393,0.2553191489361702,0.1702127659574468,26.666666666666668,13.333333333333334,82.35294117647058,5.88235294117647,0.17525773195876287,41.17647058823529
4,2026,1,1955937,2026-01-28,Atletico MG 2 x 2 Palmeiras,1234,Palmeiras,43.93,56.07,Fora,45.110625000000006,22.916666666666664,9.392857142857142,40.0,65,63.875,16.666666666666664,0.18181818181818182,23,9,6.0,75.60975609756098,29.629629629629626,38.095238095238095,56.25,6.859205776173286,30.0,16.783216783216783,0.875,0.625,16.666666666666664,16.666666666666664,42.857142857142854,35.714285714285715,0.23728813559322035,42.857142857142854
5,2026,1,1955937,2026-01-28,Atletico MG 2 x 2 Palmeiras,1235,Atletico MG,56.07,43.93,Casa,42.00375,13.20754716981132,11.761904761904763,71.42857142857143,60,49.2,28.30188679245283,0.11666666666666667,25,14,55.53846153846154,74.35897435897436,23.52941176470588,21.052631578947366,55.55555555555556,7.926829268292683,28.57142857142857,21.182266009852217,0.2903225806451613,0.16129032258064516,25.0,25.0,78.57142857142857,21.428571428571427,0.18181818181818182,50.0
6,2026,1,1955940,2026-01-28,Internacional 0 x 1 Athletico Paranaense,1243,Athletico Paranaense,23.82,76.18,Fora,33.751834532374104,13.043478260869565,23.785714285714285,63.63636363636363,66,43.77372262773723,33.33333333333333,0.18691588785046728,39,19,14.083333333333334,82.0,15.384615384615385,29.411764705882355,48.10126582278481,8.80503144654088,16.666666666666664,26.72413793103448,0.46153846153846156,0.3076923076923077,0.0,50.0,33.33333333333333,50.0,0.23076923076923078,33.33333333333333
7,2026,1,1955940,2026-01-28,Internacional 0 x 1 Athletico Paranaense,1219,Internacional,76.18,23.82,Casa,47.76407999999999,20.0,6.583333333333333,61.53846153846154,59,40.29375,34.285714285714285,0.1836734693877551,25,7,14.95,73.4375,28.947368421052634,43.75,48.99328859060403,3.7698412698412698,70.0,23.768115942028984,0.3194444444444444,0.125,17.647058823529413,23.52941176470588,52.63157894736842,26.31578947368421,0.14074074074074075,36.84210526315789
8,2026,1,1955943,2026-01-28,Coritiba 0 x 1 Red Bull Bragantino,1236,Coritiba,17.98,82.02,Casa,36.14099999999999,11.428571428571429,14.105263157894736,33.33333333333333,86,35.163636363636364,27.142857142857142,0.2641509433962264,30,14,30.285714285714285,74.13793103448276,15.686274509803921,21.052631578947366,27.0,12.931034482758621,6.666666666666667,31.88405797101449,0.15789473684210525,0.21052631578947367,0.0,66.66666666666666,50.0,12.5,0.32,75.0
9,2026,1,1955943,2026-01-28,Coritiba 0 x 1 Red Bull Bragantino,5438,Red Bull Bragantino,82.02,17.98,Fora,45.28604347826087,8.695652173913043,5.7272727272727275,63.1578947368421,64,37.33103448275862,28.985507246376812,0.22916666666666666,22,4,11.580645161290322,75.40983606557377,34.0,42.10526315789473,72.38095238095238,7.124681933842239,0.0,28.04878048780488,0.46296296296296297,0.25925925925925924,21.428571428571427,21.428571428571427,56.666666666666664,23.333333333333332,0.2127659574468085,66.66666666666666
10,2026,1,1955945,2026-01-28,Vitoria 2 x 0 Remo,1238,Vitoria,45.59,54.41,Casa,39.87588888888889,10.526315789473683,16.0,69.23076923076923,65,48.89312977099237,26.31578947368421,0.12790697674418605,17,8,11.263157894736842,76.11940298507463,28.30188679245283,47.82608695652174,36.0655737704918,6.086956521739131,11.11111111111111,25.97402597402597,0.23529411764705882,0.14705882352941177,13.333333333333334,40.0,45.0,35.0,0.30303030303030304,25.0
11,2026,1,1955945,2026-01-28,Vitoria 2 x 0 Remo,4617,Remo,54.41,45.59,Fora,39.4371923076923,4.3478260869565215,11.235294117647058,70.58823529411765,79,29.46212121212121,27.536231884057973,0.17,34,15,31.37037037037037,86.20689655172413,16.363636363636363,28.57142857142857,55.434782608695656,4.624277456647398,22.22222222222222,19.45525291828794,0.5142857142857142,0.08571428571428572,42.857142857142854,14.285714285714285,50.0,35.714285714285715,0.22950819672131148,57.14285714285714
12,2026,1,1955948,2026-01-28,Chapecoense AF 4 x 2 Santos FC,8865,Chapecoense AF,25.61,74.39,Casa,31.603333333333335,9.433962264150944,29.6,30.0,64,35.63333333333333,20.754716981132077,0.18018018018018017,38,15,21.583333333333332,72.3404255319149,29.72972972972973,12.5,42.857142857142854,15.887850467289718,16.666666666666664,20.408163265306122,0.29411764705882354,0.17647058823529413,25.0,25.0,0.0,28.57142857142857,0.23333333333333334,57.14285714285714
13,2026,1,1955948,2026-01-28,Chapecoense AF 4 x 2 Santos FC,1241,Santos FC,74.39,25.61,Fora,51.3810606060606,19.696969696969695,21.6,60.0,48,57.131147540983605,19.696969696969695,0.24324324324324326,21,6,12.142857142857142,71.9298245614035,34.285714285714285,35.483870967741936,54.13533834586466,4.0,50.0,17.60797342192691,0.5087719298245614,0.21052631578947367,25.0,12.5,76.0,16.0,0.15151515151515152,60.0
